nSim	inference	data	correct_inference	combination	param	median	q97_5	q2_5
916	homogeneous	heterogeneous	incorrect	flu	rSC	1.71935931686418	2.0051797244054	1.47510140009034
917	homogeneous	heterogeneous	incorrect	flu	alpha	0.0001420315	0.000595825625	6.76895375e-06
917	homogeneous	heterogeneous	incorrect	flu	beta	0.53578582659436	0.610851874928969	0.464813284831256
917	homogeneous	heterogeneous	incorrect	flu	pInf	0.414790763295199	0.457111800810282	0.371747601204093
917	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.983095669978875	1.17353572401824	0.82208495761482
917	homogeneous	heterogeneous	incorrect	flu	rSC	1.61115307570689	1.86895506024739	1.3795686843059
918	homogeneous	heterogeneous	incorrect	flu	alpha	0.000212754	0.00077966175	1.15986e-05
918	homogeneous	heterogeneous	incorrect	flu	beta	0.506673996269948	0.580776700140704	0.436842358226329
918	homogeneous	heterogeneous	incorrect	flu	pInf	0.397503845271428	0.440536337188023	0.35392671807244
918	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.900783231037644	1.09281780769613	0.745010100762827
918	homogeneous	heterogeneous	incorrect	flu	rSC	1.67871987584492	1.99096428924615	1.42177775850327
919	homogeneous	heterogeneous	incorrect	flu	alpha	0.00014354	0.00055228275	7.85781e-06
919	homogeneous	heterogeneous	incorrect	flu	beta	0.557003405365373	0.63725681734762	0.486198327235027
919	homogeneous	heterogeneous	incorrect	flu	pInf	0.42707668121342	0.471259057440122	0.385040167650971
919	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.883790401373178	1.0504128659388	0.736535270954769
919	homogeneous	heterogeneous	incorrect	flu	rSC	1.77402945097697	2.07247767818812	1.52305415577592
92	homogeneous	heterogeneous	incorrect	flu	alpha	0.000131908	0.000549628875	4.40600875e-06
92	homogeneous	heterogeneous	incorrect	flu	beta	0.492057277861431	0.567271467246803	0.424334136744593
92	homogeneous	heterogeneous	incorrect	flu	pInf	0.388632652983859	0.432929398963281	0.345794713555017
92	homogeneous	heterogeneous	incorrect	flu	rInfSC	1.03797213647993	1.25353917996356	0.857819624793729
92	homogeneous	heterogeneous	incorrect	flu	rSC	1.6286141712639	1.88872126488295	1.37866143624989
920	homogeneous	heterogeneous	incorrect	flu	alpha	0.0002033665	0.00063407825	1.173865e-05
920	homogeneous	heterogeneous	incorrect	flu	beta	0.557103728902845	0.632179055200038	0.487877435827509
920	homogeneous	heterogeneous	incorrect	flu	pInf	0.42713416135646	0.468567475403433	0.386071885365981
920	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.865688439314786	1.04312093349605	0.724878164021188
920	homogeneous	heterogeneous	incorrect	flu	rSC	1.60266941449889	1.85403916059808	1.38156735925655
921	homogeneous	heterogeneous	incorrect	flu	alpha	0.0001476795	0.00058310325	5.86872375e-06
921	homogeneous	heterogeneous	incorrect	flu	beta	0.556500970181163	0.637713367848476	0.490441476962849
921	homogeneous	heterogeneous	incorrect	flu	pInf	0.426788757722257	0.471500450819321	0.387643986640075
921	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.817942384357352	0.986479184630625	0.677656451305634
921	homogeneous	heterogeneous	incorrect	flu	rSC	1.59473866969211	1.87111758852886	1.37135533247658
922	homogeneous	heterogeneous	incorrect	flu	alpha	0.000138691	0.000616275625	4.1241025e-06
922	homogeneous	heterogeneous	incorrect	flu	beta	0.555947223326774	0.630248009200885	0.48268132405235
922	homogeneous	heterogeneous	incorrect	flu	pInf	0.426471255901244	0.467540265436505	0.382873518730708
922	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.967838719355806	1.17305809281531	0.81067992818335
922	homogeneous	heterogeneous	incorrect	flu	rSC	1.59224893948946	1.84709620827701	1.36707643485181
923	homogeneous	heterogeneous	incorrect	flu	alpha	0.0002013165	0.0007111045	1.06311625e-05
923	homogeneous	heterogeneous	incorrect	flu	beta	0.62775868013237	0.706686853979142	0.548524708421465
923	homogeneous	heterogeneous	incorrect	flu	pInf	0.466213150123292	0.506724162197137	0.422198389148978
923	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.892199944155388	1.05933864746812	0.747366799966999
923	homogeneous	heterogeneous	incorrect	flu	rSC	1.41451819233785	1.62946137980077	1.22046070205829
924	homogeneous	heterogeneous	incorrect	flu	alpha	0.000182563	0.000617274375	9.8676225e-06
924	homogeneous	heterogeneous	incorrect	flu	beta	0.570182502542261	0.643587395289354	0.499269615918595
924	homogeneous	heterogeneous	incorrect	flu	pInf	0.434577760565114	0.474595758245331	0.393026161242714
924	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.960882509951674	1.14364057239956	0.799700148909631
924	homogeneous	heterogeneous	incorrect	flu	rSC	1.58510634283787	1.85121828642119	1.36150009267004
925	homogeneous	heterogeneous	incorrect	flu	alpha	0.0003779375	0.000944646875	3.7151725e-05
925	homogeneous	heterogeneous	incorrect	flu	beta	0.486592886110341	0.562420558623222	0.420697599379626
925	homogeneous	heterogeneous	incorrect	flu	pInf	0.385282757467817	0.430171906421074	0.343411326018621
925	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.911818074057864	1.09779637110721	0.755399862198488
925	homogeneous	heterogeneous	incorrect	flu	rSC	1.77246510922479	2.0812724282778	1.4974823644477
926	homogeneous	heterogeneous	incorrect	flu	alpha	0.0001329785	0.00056895425	5.5941425e-06
926	homogeneous	heterogeneous	incorrect	flu	beta	0.487525753269716	0.556907558356384	0.423864897248835
926	homogeneous	heterogeneous	incorrect	flu	pInf	0.385855940187942	0.427021766573603	0.345487690051817
926	homogeneous	heterogeneous	incorrect	flu	rInfSC	1.00226713096652	1.2033689827424	0.828464137511934
926	homogeneous	heterogeneous	incorrect	flu	rSC	1.67590228510615	1.9491919730733	1.41651863612408
927	homogeneous	heterogeneous	incorrect	flu	alpha	0.000628913	0.0013400675	0.000129690125
927	homogeneous	heterogeneous	incorrect	flu	beta	0.524789094960225	0.601774486605514	0.456751570288903
927	homogeneous	heterogeneous	incorrect	flu	pInf	0.408319860240213	0.452161166608137	0.366662325098406
927	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.915679650474785	1.10555833787858	0.75929423933194
927	homogeneous	heterogeneous	incorrect	flu	rSC	1.51658080167191	1.76785848840121	1.29309587668762
928	homogeneous	heterogeneous	incorrect	flu	alpha	0.000493406	0.00109596125	9.30684875e-05
928	homogeneous	heterogeneous	incorrect	flu	beta	0.605837381313178	0.689250789646993	0.526735572024145
928	homogeneous	heterogeneous	incorrect	flu	pInf	0.454382654239127	0.498048004139598	0.409470418823685
928	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.830657922965819	1.00273030972782	0.688835229854704
928	homogeneous	heterogeneous	incorrect	flu	rSC	1.446223759408	1.67899358553486	1.249456701926
929	homogeneous	heterogeneous	incorrect	flu	alpha	0.000443535	0.00106243625	3.69511625e-05
929	homogeneous	heterogeneous	incorrect	flu	beta	0.543755215294027	0.618362544344063	0.474326900995054
929	homogeneous	heterogeneous	incorrect	flu	pInf	0.419435988524369	0.461173964023514	0.377696206606941
929	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.90215254652388	1.07058142531952	0.753013480214963
929	homogeneous	heterogeneous	incorrect	flu	rSC	1.70122998936103	1.95423857616907	1.47593773597659
93	homogeneous	heterogeneous	incorrect	flu	alpha	0.000269757	0.000909984	1.50688375e-05
93	homogeneous	heterogeneous	incorrect	flu	beta	0.550662766766482	0.624879930718632	0.480801348053572
93	homogeneous	heterogeneous	incorrect	flu	pInf	0.423432445884934	0.464674288873263	0.381712270079311
93	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.86703573854416	1.03652684187775	0.722493336151535
93	homogeneous	heterogeneous	incorrect	flu	rSC	1.70589372549669	2.01624698154071	1.47541229454613
930	homogeneous	heterogeneous	incorrect	flu	alpha	0.0003669145	0.000903458375	3.94257375e-05
930	homogeneous	heterogeneous	incorrect	flu	beta	0.516377720400071	0.594574919462191	0.451314919624906
930	homogeneous	heterogeneous	incorrect	flu	pInf	0.403322025836071	0.448202846841796	0.363209720224797
930	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.915327618657073	1.10332805215701	0.76789656197816
930	homogeneous	heterogeneous	incorrect	flu	rSC	1.59878620159856	1.85919506001259	1.35766512950699
931	homogeneous	heterogeneous	incorrect	flu	alpha	0.0001730145	0.000661108625	9.64082875e-06
931	homogeneous	heterogeneous	incorrect	flu	beta	0.577690035231128	0.66324445993067	0.506583527046068
931	homogeneous	heterogeneous	incorrect	flu	pInf	0.438806792878184	0.484822785519897	0.397449328643481
931	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.819652007489466	0.979686209681435	0.677797328431925
931	homogeneous	heterogeneous	incorrect	flu	rSC	1.5539315278305	1.81378108774133	1.32222488150207
932	homogeneous	heterogeneous	incorrect	flu	alpha	0.000262603	0.000830524625	1.8048075e-05
932	homogeneous	heterogeneous	incorrect	flu	beta	0.563215677164725	0.635914258430235	0.492446667551744
932	homogeneous	heterogeneous	incorrect	flu	pInf	0.430624809814437	0.47054875888988	0.38887065933245
932	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.833284727140674	1.01305511475675	0.681992633414066
932	homogeneous	heterogeneous	incorrect	flu	rSC	1.54097095043095	1.82608635715304	1.31947859665678
933	homogeneous	heterogeneous	incorrect	flu	alpha	8.87409e-05	0.00043466675	3.32877875e-06
933	homogeneous	heterogeneous	incorrect	flu	beta	0.590968548884299	0.670595129298726	0.518980331016252
933	homogeneous	heterogeneous	incorrect	flu	pInf	0.446209348278776	0.488595858862264	0.404872849074932
933	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.841690620151569	1.01129864536337	0.698257314749175
933	homogeneous	heterogeneous	incorrect	flu	rSC	1.50882815369459	1.74128264611743	1.29450697875546
934	homogeneous	heterogeneous	incorrect	flu	alpha	0.0002254275	0.000735789125	1.06109625e-05
934	homogeneous	heterogeneous	incorrect	flu	beta	0.594442188787662	0.681356420039045	0.526493593533927
934	homogeneous	heterogeneous	incorrect	flu	pInf	0.448129680322664	0.49406966273169	0.409327515461035
934	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.838722127752463	0.993347316133265	0.688741811338172
934	homogeneous	heterogeneous	incorrect	flu	rSC	1.55684306488427	1.8018923352073	1.3359161325086
935	homogeneous	heterogeneous	incorrect	flu	alpha	0.000139336	0.000580255375	7.2693225e-06
935	homogeneous	heterogeneous	incorrect	flu	beta	0.534189549947894	0.615168117276436	0.465630448430989
935	homogeneous	heterogeneous	incorrect	flu	pInf	0.413855859572988	0.459449987574718	0.372260776771627
935	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.826603406720318	0.99268271582085	0.676425457382812
935	homogeneous	heterogeneous	incorrect	flu	rSC	1.63844848909453	1.92299942326917	1.38342467941748
936	homogeneous	heterogeneous	incorrect	flu	alpha	0.0005016135	0.0011469675	5.98816875e-05
936	homogeneous	heterogeneous	incorrect	flu	beta	0.52841093617785	0.606588121217436	0.457803391036001
936	homogeneous	heterogeneous	incorrect	flu	pInf	0.410458952258231	0.454792079196464	0.367328142105841
936	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.952385503293606	1.14134075903528	0.789184235206582
936	homogeneous	heterogeneous	incorrect	flu	rSC	1.67164398663805	1.97017329890577	1.42928639836888
937	homogeneous	heterogeneous	incorrect	flu	alpha	0.0003791285	0.00101180375	4.79653875e-05
937	homogeneous	heterogeneous	incorrect	flu	beta	0.630449379170393	0.717106617989888	0.550317626340532
937	homogeneous	heterogeneous	incorrect	flu	pInf	0.4676474803514	0.511837344024247	0.423233401420829
937	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.812770247449111	0.973953867604893	0.676471790716101
937	homogeneous	heterogeneous	incorrect	flu	rSC	1.37856117275902	1.59953568081281	1.17625283990792
938	homogeneous	heterogeneous	incorrect	flu	alpha	0.0002659465	0.00078784375	1.745875e-05
938	homogeneous	heterogeneous	incorrect	flu	beta	0.518634268530454	0.590124064504087	0.450339496824081
938	homogeneous	heterogeneous	incorrect	flu	pInf	0.404666941894681	0.445741450991297	0.3625882568972
938	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.954649381170289	1.16369033190742	0.78996749538395
938	homogeneous	heterogeneous	incorrect	flu	rSC	1.56273075074867	1.8189169702403	1.34028978103704
939	homogeneous	heterogeneous	incorrect	flu	alpha	0.0002097375	0.0007156945	9.492135e-06
939	homogeneous	heterogeneous	incorrect	flu	beta	0.613345347431994	0.696148327160343	0.532935664356353
939	homogeneous	heterogeneous	incorrect	flu	pInf	0.458463791321702	0.501498310267783	0.413120343873882
939	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.799245512695946	0.969927551802744	0.657377412007633
939	homogeneous	heterogeneous	incorrect	flu	rSC	1.39729888153279	1.64371706355746	1.20606906766063
94	homogeneous	heterogeneous	incorrect	flu	alpha	0.000136211	0.000569991625	4.6830375e-06
94	homogeneous	heterogeneous	incorrect	flu	beta	0.551468489721005	0.62557168920626	0.477697779924438
94	homogeneous	heterogeneous	incorrect	flu	pInf	0.423896811505602	0.465044475618478	0.379789816510891
94	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.979115467087033	1.17887619842277	0.814097909515661
94	homogeneous	heterogeneous	incorrect	flu	rSC	1.69006848215899	1.98945483539179	1.46931607348408
940	homogeneous	heterogeneous	incorrect	flu	alpha	0.000220616	0.000753417125	1.05762625e-05
940	homogeneous	heterogeneous	incorrect	flu	beta	0.542003352702526	0.621207506038098	0.468863385322783
940	homogeneous	heterogeneous	incorrect	flu	pInf	0.418418028125979	0.462704739672947	0.374286939781612
940	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.869338433714944	1.05424707521699	0.71669175584787
940	homogeneous	heterogeneous	incorrect	flu	rSC	1.5491698777711	1.82268115194755	1.32037865826929
941	homogeneous	heterogeneous	incorrect	flu	alpha	0.000192524	0.000674469375	9.57219375e-06
941	homogeneous	heterogeneous	incorrect	flu	beta	0.560717748648958	0.642564194534631	0.492684203546273
941	homogeneous	heterogeneous	incorrect	flu	pInf	0.429200773576822	0.47405792167645	0.389015810547094
941	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.872155138972703	1.04847951343043	0.720358953308799
941	homogeneous	heterogeneous	incorrect	flu	rSC	1.6309981262595	1.89089484429702	1.4020311735076
942	homogeneous	heterogeneous	incorrect	flu	alpha	0.0001711945	0.0006317635	6.625965e-06
942	homogeneous	heterogeneous	incorrect	flu	beta	0.539571973119874	0.615848774870566	0.467695755417388
942	homogeneous	heterogeneous	incorrect	flu	pInf	0.417002262294817	0.459817786999521	0.373555912565132
942	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.944291524225659	1.12917175795473	0.779701022739908
942	homogeneous	heterogeneous	incorrect	flu	rSC	1.54663612249706	1.80849774289713	1.32600837135798
943	homogeneous	heterogeneous	incorrect	flu	alpha	0.0003007555	0.00088093025	1.8566525e-05
943	homogeneous	heterogeneous	incorrect	flu	beta	0.471339756502575	0.540172099803774	0.408350103072433
943	homogeneous	heterogeneous	incorrect	flu	pInf	0.375834521896651	0.417351991278295	0.335253872165971
943	homogeneous	heterogeneous	incorrect	flu	rInfSC	1.14844646775229	1.36922997329727	0.96311895968821
943	homogeneous	heterogeneous	incorrect	flu	rSC	1.68830511512419	1.96325392204471	1.45568052808197
944	homogeneous	heterogeneous	incorrect	flu	alpha	0.0002033185	0.000788970625	8.22437125e-06
944	homogeneous	heterogeneous	incorrect	flu	beta	0.608635609239695	0.696043646742653	0.535514699073997
944	homogeneous	heterogeneous	incorrect	flu	pInf	0.455907280332212	0.501446131937463	0.414632075692071
944	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.889074607556517	1.06321357839104	0.742866163720741
944	homogeneous	heterogeneous	incorrect	flu	rSC	1.44396409209593	1.66996938618528	1.24137479886387
945	homogeneous	heterogeneous	incorrect	flu	alpha	0.0002840155	0.0008633975	2.5389425e-05
945	homogeneous	heterogeneous	incorrect	flu	beta	0.469556496490174	0.545156988173727	0.404070583358372
945	homogeneous	heterogeneous	incorrect	flu	pInf	0.37472047949011	0.420249223177767	0.33240300154267
945	homogeneous	heterogeneous	incorrect	flu	rInfSC	1.01832164360912	1.23330158946872	0.845309330394458
945	homogeneous	heterogeneous	incorrect	flu	rSC	1.83438443563963	2.15724772222187	1.55732583245874
946	homogeneous	heterogeneous	incorrect	flu	alpha	0.0001976465	0.000683938	7.83266125e-06
946	homogeneous	heterogeneous	incorrect	flu	beta	0.534141782086298	0.613558623989683	0.464215690722248
946	homogeneous	heterogeneous	incorrect	flu	pInf	0.413827862229569	0.458579242195273	0.371372049184727
946	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.812162952428335	0.977739577172794	0.659457727904147
946	homogeneous	heterogeneous	incorrect	flu	rSC	1.77798481615536	2.07652484035641	1.52589927906929
947	homogeneous	heterogeneous	incorrect	flu	alpha	0.000110006	0.000473475125	4.65903875e-06
947	homogeneous	heterogeneous	incorrect	flu	beta	0.459919155852346	0.529882009974789	0.399607308493822
947	homogeneous	heterogeneous	incorrect	flu	pInf	0.368665313557313	0.411325566426451	0.329416662634933
947	homogeneous	heterogeneous	incorrect	flu	rInfSC	1.00549102775592	1.20279897335461	0.825360638262232
947	homogeneous	heterogeneous	incorrect	flu	rSC	1.78413086993101	2.11224527918899	1.5247171475339
948	homogeneous	heterogeneous	incorrect	flu	alpha	0.000168708	0.000647694625	8.10389e-06
948	homogeneous	heterogeneous	incorrect	flu	beta	0.643520443816749	0.734733882318134	0.571247631048338
948	homogeneous	heterogeneous	incorrect	flu	pInf	0.474560614939937	0.520366865478413	0.435179650875386
948	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.894218431612001	1.06462013426463	0.741847780438404
948	homogeneous	heterogeneous	incorrect	flu	rSC	1.25887985727167	1.45767841225117	1.08384497301505
949	homogeneous	heterogeneous	incorrect	flu	alpha	0.0002457585	0.000728346875	1.85621375e-05
949	homogeneous	heterogeneous	incorrect	flu	beta	0.561119455980668	0.6358900192995	0.487735068192813
949	homogeneous	heterogeneous	incorrect	flu	pInf	0.429430021569472	0.470535911385601	0.385984476260275
949	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.918573089513685	1.09343573129811	0.760888560477805
949	homogeneous	heterogeneous	incorrect	flu	rSC	1.48374997040666	1.75497530144917	1.27418478283866
95	homogeneous	heterogeneous	incorrect	flu	alpha	0.000165781	0.000630691125	6.03144125e-06
95	homogeneous	heterogeneous	incorrect	flu	beta	0.543502743807282	0.625649894281479	0.469358428537721
95	homogeneous	heterogeneous	incorrect	flu	pInf	0.41928939459171	0.465086288188222	0.37459651160035
95	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.936031602477103	1.11598426778568	0.769402798824351
95	homogeneous	heterogeneous	incorrect	flu	rSC	1.49665311347418	1.75240377433776	1.291968197253
950	homogeneous	heterogeneous	incorrect	flu	alpha	0.000220537	0.00068815975	1.8348275e-05
950	homogeneous	heterogeneous	incorrect	flu	beta	0.532132595754818	0.610722164793536	0.464964340633851
950	homogeneous	heterogeneous	incorrect	flu	pInf	0.4126489491315	0.457041374923192	0.371842487683187
950	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.775302066289977	0.947975800824635	0.639752299795934
950	homogeneous	heterogeneous	incorrect	flu	rSC	1.69085862673673	1.99038157924283	1.42811346420534
951	homogeneous	heterogeneous	incorrect	flu	alpha	0.0003299325	0.00091205725	2.8271275e-05
951	homogeneous	heterogeneous	incorrect	flu	beta	0.521856905948937	0.601307026982061	0.45396403091372
951	homogeneous	heterogeneous	incorrect	flu	pInf	0.406582396352615	0.451905206848851	0.364894404699939
951	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.929355075671802	1.12444516406365	0.774880694431313
951	homogeneous	heterogeneous	incorrect	flu	rSC	1.66176032057318	1.93945634336665	1.4161434812087
952	homogeneous	heterogeneous	incorrect	flu	alpha	0.0001244175	0.00050588575	4.66009625e-06
952	homogeneous	heterogeneous	incorrect	flu	beta	0.60823232082135	0.693263364380181	0.533093526678407
952	homogeneous	heterogeneous	incorrect	flu	pInf	0.455687811394553	0.500057857528576	0.413213065407381
952	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.721979970029648	0.871799199897911	0.598706944134206
952	homogeneous	heterogeneous	incorrect	flu	rSC	1.45520585420891	1.68482721459398	1.25159609123534
953	homogeneous	heterogeneous	incorrect	flu	alpha	0.000205123	0.000690306125	1.57712e-05
953	homogeneous	heterogeneous	incorrect	flu	beta	0.581246802180614	0.663066181129747	0.509786118490799
953	homogeneous	heterogeneous	incorrect	flu	pInf	0.440799280852796	0.484730993745269	0.399375935037102
953	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.878993377209366	1.05999218432587	0.732550608527803
953	homogeneous	heterogeneous	incorrect	flu	rSC	1.38841355050139	1.62260849226186	1.19428957187758
954	homogeneous	heterogeneous	incorrect	flu	alpha	0.000292204	0.00080092025	2.623775e-05
954	homogeneous	heterogeneous	incorrect	flu	beta	0.582799902901316	0.664749567762582	0.506932458286618
954	homogeneous	heterogeneous	incorrect	flu	pInf	0.441667101892733	0.48559766473108	0.397659506379211
954	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.834745448099301	1.00158322653204	0.68620476192627
954	homogeneous	heterogeneous	incorrect	flu	rSC	1.61822248987375	1.88632838224008	1.38347317011804
955	homogeneous	heterogeneous	incorrect	flu	alpha	0.000223232	0.000708087125	2.0236625e-05
955	homogeneous	heterogeneous	incorrect	flu	beta	0.584771769737403	0.665413130818055	0.508620124492848
955	homogeneous	heterogeneous	incorrect	flu	pInf	0.442766974819851	0.48593888273925	0.398675239468717
955	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.788469428057559	0.949288022111108	0.649971606688887
955	homogeneous	heterogeneous	incorrect	flu	rSC	1.58083521867291	1.84188392849058	1.36935967848567
956	homogeneous	heterogeneous	incorrect	flu	alpha	0.000182171	0.00069385875	8.3670125e-06
956	homogeneous	heterogeneous	incorrect	flu	beta	0.576678476218505	0.65839188584374	0.503957203196747
956	homogeneous	heterogeneous	incorrect	flu	pInf	0.438238825443812	0.482316784164631	0.395864606855544
956	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.812988306471793	0.981034943545658	0.681719034569269
956	homogeneous	heterogeneous	incorrect	flu	rSC	1.60467411642189	1.87287844403081	1.36777645591941
957	homogeneous	heterogeneous	incorrect	flu	alpha	0.000145465	0.000587356125	5.065935e-06
957	homogeneous	heterogeneous	incorrect	flu	beta	0.619028140273902	0.702295286117728	0.542636825975997
957	homogeneous	heterogeneous	incorrect	flu	pInf	0.461532501530063	0.504553137643582	0.41878632806879
957	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.871027033321464	1.03135566260228	0.710564970913593
957	homogeneous	heterogeneous	incorrect	flu	rSC	1.48574172365027	1.72253196696835	1.2849841572444
958	homogeneous	heterogeneous	incorrect	flu	alpha	0.000339355	0.00089461975	3.07326375e-05
958	homogeneous	heterogeneous	incorrect	flu	beta	0.538886341604476	0.614060449355379	0.468799252009758
958	homogeneous	heterogeneous	incorrect	flu	pInf	0.416602403555646	0.458850814833898	0.374246810359417
958	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.928729347881506	1.10916744924611	0.776118897479247
958	homogeneous	heterogeneous	incorrect	flu	rSC	1.79452509112198	2.10327999239109	1.54248651013631
959	homogeneous	heterogeneous	incorrect	flu	alpha	0.000274329	0.000826552125	1.8994625e-05
959	homogeneous	heterogeneous	incorrect	flu	beta	0.603597506229287	0.686510227490836	0.524818237682677
959	homogeneous	heterogeneous	incorrect	flu	pInf	0.453159169866729	0.496670451064996	0.408337075817399
959	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.962195355677838	1.16164093348602	0.796174420529747
959	homogeneous	heterogeneous	incorrect	flu	rSC	1.50092458130495	1.76873140838313	1.29586787327798
96	homogeneous	heterogeneous	incorrect	flu	alpha	0.000574936	0.0012437425	0.000105124625
96	homogeneous	heterogeneous	incorrect	flu	beta	0.513944249671757	0.592161518701154	0.443528168354405
96	homogeneous	heterogeneous	incorrect	flu	pInf	0.401868260226112	0.446869580918374	0.358231838735947
96	homogeneous	heterogeneous	incorrect	flu	rInfSC	1.00401001929216	1.21898734563633	0.836699536984962
96	homogeneous	heterogeneous	incorrect	flu	rSC	1.61825261946633	1.90061022046423	1.39251119765937
960	homogeneous	heterogeneous	incorrect	flu	alpha	0.00012565	0.000542234125	5.93730125e-06
960	homogeneous	heterogeneous	incorrect	flu	beta	0.538977384536118	0.61410398750049	0.469318299838485
960	homogeneous	heterogeneous	incorrect	flu	pInf	0.416655515052559	0.458874459354405	0.374571519218696
960	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.983032853812907	1.16541985966461	0.819873740270809
960	homogeneous	heterogeneous	incorrect	flu	rSC	1.56259033893645	1.82204995862904	1.34658056282104
961	homogeneous	heterogeneous	incorrect	flu	alpha	0.000196172	0.000708990625	9.3768025e-06
961	homogeneous	heterogeneous	incorrect	flu	beta	0.609139928823393	0.689406684495483	0.533201125310261
961	homogeneous	heterogeneous	incorrect	flu	pInf	0.456181609470817	0.498126218725009	0.413276215712116
961	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.841180850882071	1.01254570981083	0.7011216346953
961	homogeneous	heterogeneous	incorrect	flu	rSC	1.63588878430503	1.89458402445312	1.41496450031027
962	homogeneous	heterogeneous	incorrect	flu	alpha	0.0001689995	0.000664522875	9.48033e-06
962	homogeneous	heterogeneous	incorrect	flu	beta	0.50948073829067	0.58631609775905	0.442418142761236
962	homogeneous	heterogeneous	incorrect	flu	pInf	0.399192525854569	0.443626860276791	0.357519047350636
962	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.973160240657374	1.16313441262462	0.815963852687636
962	homogeneous	heterogeneous	incorrect	flu	rSC	1.68551351714803	1.95968679839392	1.45201951000928
963	homogeneous	heterogeneous	incorrect	flu	alpha	0.000137171	0.00056067275	7.2358775e-06
963	homogeneous	heterogeneous	incorrect	flu	beta	0.449035723770493	0.517565579148626	0.386367766210364
963	homogeneous	heterogeneous	incorrect	flu	pInf	0.361756701655298	0.404030375690061	0.320479424710172
963	homogeneous	heterogeneous	incorrect	flu	rInfSC	1.105826520844	1.31934715811844	0.936197030265735
963	homogeneous	heterogeneous	incorrect	flu	rSC	1.94531336115254	2.27410174106118	1.67146328649917
964	homogeneous	heterogeneous	incorrect	flu	alpha	0.0002286095	0.000790399375	1.43982375e-05
964	homogeneous	heterogeneous	incorrect	flu	beta	0.507266195775957	0.586800840623818	0.443225546514925
964	homogeneous	heterogeneous	incorrect	flu	pInf	0.397860537814234	0.443896494141522	0.35803758596657
964	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.944487739552891	1.12529553458198	0.789111188412765
964	homogeneous	heterogeneous	incorrect	flu	rSC	1.90297312831578	2.21122178906189	1.64573738750816
965	homogeneous	heterogeneous	incorrect	flu	alpha	0.0002162795	0.00077737975	1.12254625e-05
965	homogeneous	heterogeneous	incorrect	flu	beta	0.570272937247842	0.650735513062228	0.498869171505126
965	homogeneous	heterogeneous	incorrect	flu	pInf	0.434628886849001	0.478338049538497	0.392783065299003
965	homogeneous	heterogeneous	incorrect	flu	rInfSC	0.848251979427126	1.01490098689048	0.706676950677365
965	homogeneous	heterogeneous	incorrect	flu	rSC	1.59439030613164	1.86369726624622	1.37564450209581
966	homogeneous	heterogeneous	incorrect	flu	alpha	0.000134353	0.000549291125	5.8196825e-06
966	homogeneous	heterogeneous	incorrect	flu	beta	0.587135466209089	0.665575643589655	0.510433530992395
966	homogeneous	heterogeneous	incorrect	flu	pInf	0.444082549567425	0.486022423071866	0.399764668213842
