param	prob	nSim	combination	correct_inference
beta	0.237699822380107	896	flu	incorrect
rSC	0.236190053285968	896	flu	incorrect
rInfSC	0.244071936056838	896	flu	incorrect
data	0.808308556097443	896	flu	incorrect
alpha	0.21785079928952	897	flu	incorrect
beta	0.248090586145648	897	flu	incorrect
rSC	0.250999111900533	897	flu	incorrect
rInfSC	0.258281527531083	897	flu	incorrect
data	0.810727028768263	897	flu	incorrect
alpha	0.289920071047957	898	flu	incorrect
beta	0.237810834813499	898	flu	incorrect
rSC	0.23050621669627	898	flu	incorrect
rInfSC	0.250266429840142	898	flu	incorrect
data	0.807101196028802	898	flu	incorrect
alpha	0.236101243339254	899	flu	incorrect
beta	0.234147424511545	899	flu	incorrect
rSC	0.233303730017762	899	flu	incorrect
rInfSC	0.240719360568384	899	flu	incorrect
data	0.810487794096026	899	flu	incorrect
alpha	0.220137655417407	9	flu	incorrect
beta	0.24003108348135	9	flu	incorrect
rSC	0.240963587921847	9	flu	incorrect
rInfSC	0.246647424511545	9	flu	incorrect
data	0.809513640103963	9	flu	incorrect
alpha	0.227864120781528	90	flu	incorrect
beta	0.243228241563055	90	flu	incorrect
rSC	0.242828596802842	90	flu	incorrect
rInfSC	0.251176731793961	90	flu	incorrect
data	0.809163693134552	90	flu	incorrect
alpha	0.192428952042629	900	flu	incorrect
beta	0.247757548845471	900	flu	incorrect
rSC	0.25	900	flu	incorrect
rInfSC	0.257349023090586	900	flu	incorrect
data	0.812488669733876	900	flu	incorrect
alpha	0.203996447602131	901	flu	incorrect
beta	0.233880994671403	901	flu	incorrect
rSC	0.236190053285968	901	flu	incorrect
rInfSC	0.244582593250444	901	flu	incorrect
data	0.809305350811469	901	flu	incorrect
alpha	0.284103019538188	902	flu	incorrect
beta	0.237144760213144	902	flu	incorrect
rSC	0.22559946714032	902	flu	incorrect
rInfSC	0.23898756660746	902	flu	incorrect
data	0.807704922608475	902	flu	incorrect
alpha	0.240963587921847	903	flu	incorrect
beta	0.244205150976909	903	flu	incorrect
rSC	0.24091918294849	903	flu	incorrect
rInfSC	0.256660746003552	903	flu	incorrect
data	0.811444845247245	903	flu	incorrect
alpha	0.265519538188277	904	flu	incorrect
beta	0.236678507992895	904	flu	incorrect
rSC	0.234413854351687	904	flu	incorrect
rInfSC	0.245759325044405	904	flu	incorrect
data	0.80844644947022	904	flu	incorrect
alpha	0.272713143872114	905	flu	incorrect
beta	0.232859680284192	905	flu	incorrect
rSC	0.2398756660746	905	flu	incorrect
rInfSC	0.24047513321492	905	flu	incorrect
data	0.806503603403581	905	flu	incorrect
alpha	0.211345470692718	906	flu	incorrect
beta	0.248889875666075	906	flu	incorrect
rSC	0.239165186500888	906	flu	incorrect
rInfSC	0.260546181172291	906	flu	incorrect
data	0.811493283005977	906	flu	incorrect
alpha	0.291918294849023	907	flu	incorrect
beta	0.238787744227353	907	flu	incorrect
rSC	0.240763765541741	907	flu	incorrect
rInfSC	0.244626998223801	907	flu	incorrect
data	0.806886332492551	907	flu	incorrect
alpha	0.222602131438721	908	flu	incorrect
beta	0.240164298401421	908	flu	incorrect
rSC	0.239276198934281	908	flu	incorrect
rInfSC	0.250310834813499	908	flu	incorrect
data	0.809678978530683	908	flu	incorrect
alpha	0.271980461811723	909	flu	incorrect
beta	0.239897868561279	909	flu	incorrect
rSC	0.238055062166963	909	flu	incorrect
rInfSC	0.246181172291297	909	flu	incorrect
data	0.808910136236818	909	flu	incorrect
alpha	0.232904085257549	91	flu	incorrect
beta	0.249045293072824	91	flu	incorrect
rSC	0.247091474245115	91	flu	incorrect
rInfSC	0.251154529307282	91	flu	incorrect
data	0.811856987295732	91	flu	incorrect
alpha	0.208414742451155	910	flu	incorrect
beta	0.249666962699822	910	flu	incorrect
rSC	0.255550621669627	910	flu	incorrect
rInfSC	0.264387211367673	910	flu	incorrect
data	0.812857178925493	910	flu	incorrect
alpha	0.249200710479574	911	flu	incorrect
beta	0.243228241563055	911	flu	incorrect
rSC	0.247779751332149	911	flu	incorrect
rInfSC	0.244671403197158	911	flu	incorrect
data	0.809461290989892	911	flu	incorrect
alpha	0.234325044404973	912	flu	incorrect
beta	0.238277087033748	912	flu	incorrect
rSC	0.235590586145648	912	flu	incorrect
rInfSC	0.253929840142096	912	flu	incorrect
data	0.809961236891409	912	flu	incorrect
alpha	0.240319715808171	913	flu	incorrect
beta	0.250843694493783	913	flu	incorrect
rSC	0.254729129662522	913	flu	incorrect
rInfSC	0.254706927175844	913	flu	incorrect
data	0.810281227561317	913	flu	incorrect
alpha	0.231527531083481	914	flu	incorrect
beta	0.247491119005329	914	flu	incorrect
rSC	0.252353463587922	914	flu	incorrect
rInfSC	0.257304618117229	914	flu	incorrect
data	0.810807303696798	914	flu	incorrect
alpha	0.202730905861456	915	flu	incorrect
beta	0.246891651865009	915	flu	incorrect
rSC	0.236234458259325	915	flu	incorrect
rInfSC	0.256216696269982	915	flu	incorrect
data	0.812382524601376	915	flu	incorrect
alpha	0.231793960923623	916	flu	incorrect
beta	0.239897868561279	916	flu	incorrect
rSC	0.243339253996448	916	flu	incorrect
rInfSC	0.253929840142096	916	flu	incorrect
data	0.811851986292973	916	flu	incorrect
alpha	0.285435168738899	917	flu	incorrect
beta	0.243095026642984	917	flu	incorrect
rSC	0.233059502664298	917	flu	incorrect
rInfSC	0.252597690941385	917	flu	incorrect
data	0.807343782434548	917	flu	incorrect
alpha	0.247002664298401	918	flu	incorrect
beta	0.249089698046181	918	flu	incorrect
rSC	0.245448490230906	918	flu	incorrect
rInfSC	0.256016873889876	918	flu	incorrect
data	0.810457541309447	918	flu	incorrect
alpha	0.297713143872114	919	flu	incorrect
beta	0.231571936056838	919	flu	incorrect
rSC	0.236789520426288	919	flu	incorrect
rInfSC	0.243050621669627	919	flu	incorrect
data	0.805505045493059	919	flu	incorrect
alpha	0.280195381882771	92	flu	incorrect
beta	0.246691829484902	92	flu	incorrect
rSC	0.239653641207815	92	flu	incorrect
rInfSC	0.255817051509769	92	flu	incorrect
data	0.810294404973357	92	flu	incorrect
alpha	0.285612788632327	920	flu	incorrect
beta	0.239120781527531	920	flu	incorrect
rSC	0.23943161634103	920	flu	incorrect
rInfSC	0.245270870337478	920	flu	incorrect
data	0.807221197811278	920	flu	incorrect
alpha	0.282571047957371	921	flu	incorrect
beta	0.242206927175844	921	flu	incorrect
rSC	0.241984902309059	921	flu	incorrect
rInfSC	0.247713143872114	921	flu	incorrect
data	0.807838724982254	921	flu	incorrect
alpha	0.24449378330373	922	flu	incorrect
beta	0.236123445825933	922	flu	incorrect
rSC	0.23958703374778	922	flu	incorrect
rInfSC	0.25936944937833	922	flu	incorrect
data	0.810051272841534	922	flu	incorrect
alpha	0.268761101243339	923	flu	incorrect
beta	0.23139431616341	923	flu	incorrect
rSC	0.22633214920071	923	flu	incorrect
rInfSC	0.24240674955595	923	flu	incorrect
data	0.80783080830053	923	flu	incorrect
alpha	0.289120781527531	924	flu	incorrect
beta	0.230639431616341	924	flu	incorrect
rSC	0.231727353463588	924	flu	incorrect
rInfSC	0.24285079928952	924	flu	incorrect
data	0.803393531776239	924	flu	incorrect
alpha	0.224200710479574	925	flu	incorrect
beta	0.249511545293073	925	flu	incorrect
rSC	0.261212255772647	925	flu	incorrect
rInfSC	0.257260213143872	925	flu	incorrect
data	0.812322687203945	925	flu	incorrect
alpha	0.251398756660746	926	flu	incorrect
beta	0.244604795737123	926	flu	incorrect
rSC	0.247513321492007	926	flu	incorrect
rInfSC	0.259880106571936	926	flu	incorrect
data	0.8116818980359	926	flu	incorrect
alpha	0.195315275310835	927	flu	incorrect
beta	0.249089698046181	927	flu	incorrect
rSC	0.246780639431616	927	flu	incorrect
rInfSC	0.260301953818828	927	flu	incorrect
data	0.813747783632886	927	flu	incorrect
alpha	0.212455595026643	928	flu	incorrect
beta	0.24285079928952	928	flu	incorrect
rSC	0.240341918294849	928	flu	incorrect
rInfSC	0.25164298401421	928	flu	incorrect
data	0.810870963539957	928	flu	incorrect
alpha	0.203374777975133	929	flu	incorrect
beta	0.245448490230906	929	flu	incorrect
rSC	0.246980461811723	929	flu	incorrect
rInfSC	0.250088809946714	929	flu	incorrect
data	0.812076812296855	929	flu	incorrect
alpha	0.240364120781528	93	flu	incorrect
beta	0.240586145648313	93	flu	incorrect
rSC	0.242739786856128	93	flu	incorrect
rInfSC	0.241696269982238	93	flu	incorrect
data	0.809852293302828	93	flu	incorrect
alpha	0.232615452930728	930	flu	incorrect
beta	0.249311722912966	930	flu	incorrect
rSC	0.249888987566607	930	flu	incorrect
rInfSC	0.255461811722913	930	flu	incorrect
data	0.812147548523093	930	flu	incorrect
alpha	0.28496891651865	931	flu	incorrect
beta	0.238188277087034	931	flu	incorrect
rSC	0.235346358792185	931	flu	incorrect
rInfSC	0.24211811722913	931	flu	incorrect
data	0.807580846569267	931	flu	incorrect
alpha	0.238343694493783	932	flu	incorrect
beta	0.245337477797513	932	flu	incorrect
rSC	0.240785968028419	932	flu	incorrect
rInfSC	0.251620781527531	932	flu	incorrect
data	0.81020912467924	932	flu	incorrect
alpha	0.299955595026643	933	flu	incorrect
beta	0.237810834813499	933	flu	incorrect
rSC	0.2351243339254	933	flu	incorrect
rInfSC	0.242473357015986	933	flu	incorrect
data	0.805111901557787	933	flu	incorrect
alpha	0.251554174067496	934	flu	incorrect
beta	0.235945825932504	934	flu	incorrect
rSC	0.236345470692718	934	flu	incorrect
rInfSC	0.246603019538188	934	flu	incorrect
data	0.80833634942456	934	flu	incorrect
alpha	0.236478685612789	935	flu	incorrect
beta	0.253463587921847	935	flu	incorrect
rSC	0.248134991119005	935	flu	incorrect
rInfSC	0.257215808170515	935	flu	incorrect
data	0.811138214794545	935	flu	incorrect
alpha	0.197779751332149	936	flu	incorrect
beta	0.245226465364121	936	flu	incorrect
rSC	0.251576376554174	936	flu	incorrect
rInfSC	0.254840142095915	936	flu	incorrect
data	0.81009806477165	936	flu	incorrect
alpha	0.213565719360568	937	flu	incorrect
beta	0.240230905861456	937	flu	incorrect
rSC	0.237988454706927	937	flu	incorrect
rInfSC	0.250355239786856	937	flu	incorrect
data	0.811008544181438	937	flu	incorrect
alpha	0.240985790408526	938	flu	incorrect
beta	0.247957371225577	938	flu	incorrect
rSC	0.241030195381883	938	flu	incorrect
rInfSC	0.259880106571936	938	flu	incorrect
data	0.810297925299518	938	flu	incorrect
alpha	0.267273534635879	939	flu	incorrect
beta	0.239320603907638	939	flu	incorrect
rSC	0.232659857904085	939	flu	incorrect
rInfSC	0.242828596802842	939	flu	incorrect
data	0.808886873313589	939	flu	incorrect
alpha	0.288410301953819	94	flu	incorrect
beta	0.232060390763766	94	flu	incorrect
rSC	0.231327708703375	94	flu	incorrect
rInfSC	0.246181172291297	94	flu	incorrect
data	0.806662265779401	94	flu	incorrect
alpha	0.241007992895204	940	flu	incorrect
beta	0.247935168738899	940	flu	incorrect
rSC	0.250044404973357	940	flu	incorrect
rInfSC	0.252664298401421	940	flu	incorrect
data	0.810469661887846	940	flu	incorrect
alpha	0.25759325044405	941	flu	incorrect
beta	0.239498223801066	941	flu	incorrect
rSC	0.235435168738899	941	flu	incorrect
rInfSC	0.24791296625222	941	flu	incorrect
data	0.809970473244728	941	flu	incorrect
alpha	0.258237122557726	942	flu	incorrect
beta	0.245692717584369	942	flu	incorrect
rSC	0.244205150976909	942	flu	incorrect
rInfSC	0.255084369449378	942	flu	incorrect
data	0.809559786763403	942	flu	incorrect
alpha	0.22917406749556	943	flu	incorrect
beta	0.246292184724689	943	flu	incorrect
rSC	0.247202486678508	943	flu	incorrect
rInfSC	0.26860568383659	943	flu	incorrect
data	0.813542674799265	943	flu	incorrect
alpha	0.214609236234458	944	flu	incorrect
beta	0.241740674955595	944	flu	incorrect
rSC	0.235479573712256	944	flu	incorrect
rInfSC	0.251154529307282	944	flu	incorrect
data	0.811608817201611	944	flu	incorrect
alpha	0.227930728241563	945	flu	incorrect
beta	0.248179396092362	945	flu	incorrect
rSC	0.249045293072824	945	flu	incorrect
rInfSC	0.263765541740675	945	flu	incorrect
data	0.810334742273743	945	flu	incorrect
alpha	0.261922735346359	946	flu	incorrect
beta	0.241230017761989	946	flu	incorrect
rSC	0.246736234458259	946	flu	incorrect
rInfSC	0.248889875666075	946	flu	incorrect
data	0.808142111626479	946	flu	incorrect
alpha	0.307637655417407	947	flu	incorrect
beta	0.244116341030195	947	flu	incorrect
rSC	0.249866785079929	947	flu	incorrect
rInfSC	0.262855239786856	947	flu	incorrect
data	0.808420747822551	947	flu	incorrect
alpha	0.264076376554174	948	flu	incorrect
beta	0.234924511545293	948	flu	incorrect
rSC	0.224156305506217	948	flu	incorrect
rInfSC	0.24316163410302	948	flu	incorrect
data	0.807895779882902	948	flu	incorrect
alpha	0.282659857904085	949	flu	incorrect
beta	0.24240674955595	949	flu	incorrect
rSC	0.235590586145648	949	flu	incorrect
rInfSC	0.250288632326821	949	flu	incorrect
data	0.807338693487409	949	flu	incorrect
alpha	0.272313499111901	95	flu	incorrect
beta	0.245759325044405	95	flu	incorrect
rSC	0.236967140319716	95	flu	incorrect
rInfSC	0.251554174067496	95	flu	incorrect
data	0.810329374671653	95	flu	incorrect
alpha	0.271336589698046	950	flu	incorrect
beta	0.244582593250444	950	flu	incorrect
rSC	0.250799289520426	950	flu	incorrect
rInfSC	0.248046181172291	950	flu	incorrect
data	0.808549466982107	950	flu	incorrect
alpha	0.225377442273535	951	flu	incorrect
beta	0.245581705150977	951	flu	incorrect
rSC	0.246047957371226	951	flu	incorrect
rInfSC	0.258880994671403	951	flu	incorrect
data	0.81135898300749	951	flu	incorrect
alpha	0.314720248667851	952	flu	incorrect
beta	0.239187388987567	952	flu	incorrect
rSC	0.237699822380107	952	flu	incorrect
rInfSC	0.238943161634103	952	flu	incorrect
data	0.807921245278063	952	flu	incorrect
alpha	0.292007104795737	953	flu	incorrect
beta	0.243250444049734	953	flu	incorrect
rSC	0.235390763765542	953	flu	incorrect
rInfSC	0.24449378330373	953	flu	incorrect
data	0.807923427939152	953	flu	incorrect
alpha	0.229307282415631	954	flu	incorrect
beta	0.242317939609236	954	flu	incorrect
rSC	0.243583481349911	954	flu	incorrect
rInfSC	0.244182948490231	954	flu	incorrect
data	0.807275181183411	954	flu	incorrect
alpha	0.265563943161634	955	flu	incorrect
beta	0.239853463587922	955	flu	incorrect
rSC	0.238365896980462	955	flu	incorrect
rInfSC	0.244538188277087	955	flu	incorrect
data	0.808024484108074	955	flu	incorrect
alpha	0.239320603907638	956	flu	incorrect
beta	0.239809058614565	956	flu	incorrect
rSC	0.24047513321492	956	flu	incorrect
rInfSC	0.246181172291297	956	flu	incorrect
data	0.809429048219299	956	flu	incorrect
alpha	0.282793072824156	957	flu	incorrect
beta	0.228974245115453	957	flu	incorrect
rSC	0.224622557726465	957	flu	incorrect
rInfSC	0.237744227353464	957	flu	incorrect
data	0.807352237760488	957	flu	incorrect
alpha	0.248223801065719	958	flu	incorrect
beta	0.236523090586146	958	flu	incorrect
rSC	0.237411190053286	958	flu	incorrect
rInfSC	0.243761101243339	958	flu	incorrect
data	0.808409966044431	958	flu	incorrect
alpha	0.275910301953819	959	flu	incorrect
beta	0.22886323268206	959	flu	incorrect
rSC	0.225577264653641	959	flu	incorrect
rInfSC	0.241341030195382	959	flu	incorrect
data	0.806402694811316	959	flu	incorrect
alpha	0.201531971580817	96	flu	incorrect
beta	0.250111012433393	96	flu	incorrect
rSC	0.24598134991119	96	flu	incorrect
rInfSC	0.263499111900533	96	flu	incorrect
data	0.813511041882524	96	flu	incorrect
alpha	0.3199378330373	960	flu	incorrect
beta	0.237566607460036	960	flu	incorrect
rSC	0.233969804618117	960	flu	incorrect
rInfSC	0.248490230905861	960	flu	incorrect
data	0.806762359641224	960	flu	incorrect
alpha	0.247135879218472	961	flu	incorrect
beta	0.234014209591474	961	flu	incorrect
rSC	0.229573712255773	961	flu	incorrect
rInfSC	0.240208703374778	961	flu	incorrect
data	0.805899091053359	961	flu	incorrect
alpha	0.242251332149201	962	flu	incorrect
beta	0.245959147424512	962	flu	incorrect
rSC	0.248046181172291	962	flu	incorrect
rInfSC	0.262699822380107	962	flu	incorrect
data	0.81060462671008	962	flu	incorrect
alpha	0.293561278863233	963	flu	incorrect
beta	0.239631438721137	963	flu	incorrect
rSC	0.244094138543517	963	flu	incorrect
rInfSC	0.263055062166963	963	flu	incorrect
data	0.808121621838051	963	flu	incorrect
alpha	0.262477797513322	964	flu	incorrect
beta	0.236145648312611	964	flu	incorrect
rSC	0.241585257548845	964	flu	incorrect
rInfSC	0.245226465364121	964	flu	incorrect
data	0.807818552940373	964	flu	incorrect
alpha	0.237411190053286	965	flu	incorrect
beta	0.240785968028419	965	flu	incorrect
rSC	0.239564831261101	965	flu	incorrect
rInfSC	0.245404085257549	965	flu	incorrect
data	0.810007525943192	965	flu	incorrect
alpha	0.245426287744227	966	flu	incorrect
beta	0.242939609236234	966	flu	incorrect
rSC	0.237300177619893	966	flu	incorrect
rInfSC	0.25313055062167	966	flu	incorrect
data	0.811125102344603	966	flu	incorrect
alpha	0.233747779751332	967	flu	incorrect
beta	0.240341918294849	967	flu	incorrect
rSC	0.24003108348135	967	flu	incorrect
rInfSC	0.240519538188277	967	flu	incorrect
data	0.808254942811551	967	flu	incorrect
alpha	0.207859680284192	968	flu	incorrect
beta	0.246047957371226	968	flu	incorrect
rSC	0.248290408525755	968	flu	incorrect
rInfSC	0.25490674955595	968	flu	incorrect
data	0.812464392714656	968	flu	incorrect
alpha	0.230794849023091	969	flu	incorrect
beta	0.239498223801066	969	flu	incorrect
rSC	0.23914298401421	969	flu	incorrect
rInfSC	0.258858792184725	969	flu	incorrect
data	0.80865182242877	969	flu	incorrect
alpha	0.201309946714032	97	flu	incorrect
beta	0.244604795737123	97	flu	incorrect
rSC	0.247935168738899	97	flu	incorrect
rInfSC	0.253108348134991	97	flu	incorrect
data	0.810221639658004	97	flu	incorrect
alpha	0.22664298401421	970	flu	incorrect
beta	0.239698046181172	970	flu	incorrect
rSC	0.239609236234458	970	flu	incorrect
rInfSC	0.247646536412078	970	flu	incorrect
data	0.809787831825567	970	flu	incorrect
alpha	0.226909413854352	971	flu	incorrect
beta	0.242650976909414	971	flu	incorrect
rSC	0.2476243339254	971	flu	incorrect
rInfSC	0.251598579040853	971	flu	incorrect
data	0.811322988609756	971	flu	incorrect
alpha	0.232970692717584	972	flu	incorrect
beta	0.248845470692718	972	flu	incorrect
rSC	0.245204262877442	972	flu	incorrect
rInfSC	0.261833925399645	972	flu	incorrect
data	0.811066488804973	972	flu	incorrect
alpha	0.268805506216696	973	flu	incorrect
beta	0.236212255772647	973	flu	incorrect
rSC	0.231305506216696	973	flu	incorrect
rInfSC	0.243250444049734	973	flu	incorrect
data	0.809299242366934	973	flu	incorrect
alpha	0.253285968028419	974	flu	incorrect
beta	0.244760213143872	974	flu	incorrect
rSC	0.246536412078153	974	flu	incorrect
rInfSC	0.246203374777975	974	flu	incorrect
data	0.810592244289838	974	flu	incorrect
alpha	0.239675843694494	975	flu	incorrect
beta	0.245115452930728	975	flu	incorrect
rSC	0.245737122557726	975	flu	incorrect
rInfSC	0.245026642984014	975	flu	incorrect
data	0.81020739146789	975	flu	incorrect
alpha	0.348801065719361	976	flu	incorrect
beta	0.232393428063943	976	flu	incorrect
rSC	0.23139431616341	976	flu	incorrect
rInfSC	0.237633214920071	976	flu	incorrect
data	0.806590203048856	976	flu	incorrect
alpha	0.391007992895204	977	flu	incorrect
beta	0.234036412078153	977	flu	incorrect
rSC	0.229751332149201	977	flu	incorrect
rInfSC	0.245692717584369	977	flu	incorrect
data	0.807392527788083	977	flu	incorrect
alpha	0.269560390763766	978	flu	incorrect
beta	0.235346358792185	978	flu	incorrect
rSC	0.234591474245115	978	flu	incorrect
rInfSC	0.248579040852575	978	flu	incorrect
data	0.80880067129123	978	flu	incorrect
alpha	0.276598579040853	979	flu	incorrect
beta	0.246225577264654	979	flu	incorrect
rSC	0.238898756660746	979	flu	incorrect
rInfSC	0.251909413854352	979	flu	incorrect
data	0.809510830805078	979	flu	incorrect
alpha	0.298112788632327	98	flu	incorrect
beta	0.234991119005329	98	flu	incorrect
rSC	0.228396980461812	98	flu	incorrect
rInfSC	0.250799289520426	98	flu	incorrect
data	0.807489783039081	98	flu	incorrect
alpha	0.291007992895204	980	flu	incorrect
beta	0.240452930728242	980	flu	incorrect
rSC	0.236256660746004	980	flu	incorrect
rInfSC	0.251021314387211	980	flu	incorrect
data	0.809066186214933	980	flu	incorrect
alpha	0.220470692717584	981	flu	incorrect
beta	0.245115452930728	981	flu	incorrect
rSC	0.241563055062167	981	flu	incorrect
rInfSC	0.255017761989343	981	flu	incorrect
data	0.812031582620923	981	flu	incorrect
alpha	0.228396980461812	982	flu	incorrect
beta	0.24151865008881	982	flu	incorrect
rSC	0.235590586145648	982	flu	incorrect
rInfSC	0.251976021314387	982	flu	incorrect
data	0.808791208516143	982	flu	incorrect
alpha	0.262366785079929	983	flu	incorrect
beta	0.24866785079929	983	flu	incorrect
rSC	0.240208703374778	983	flu	incorrect
rInfSC	0.256483126110124	983	flu	incorrect
data	0.810436458509909	983	flu	incorrect
alpha	0.215386323268206	984	flu	incorrect
beta	0.240763765541741	984	flu	incorrect
rSC	0.236034635879218	984	flu	incorrect
rInfSC	0.243650088809947	984	flu	incorrect
data	0.808964597951969	984	flu	incorrect
alpha	0.26116785079929	985	flu	incorrect
beta	0.239964476021314	985	flu	incorrect
rSC	0.238876554174068	985	flu	incorrect
rInfSC	0.250732682060391	985	flu	incorrect
data	0.808352762106938	985	flu	incorrect
alpha	0.212255772646536	986	flu	incorrect
beta	0.237166962699822	986	flu	incorrect
rSC	0.23794404973357	986	flu	incorrect
rInfSC	0.248978685612789	986	flu	incorrect
data	0.811236374398209	986	flu	incorrect
alpha	0.217073712255773	987	flu	incorrect
beta	0.243050621669627	987	flu	incorrect
rSC	0.243183836589698	987	flu	incorrect
rInfSC	0.25401865008881	987	flu	incorrect
data	0.810422202384481	987	flu	incorrect
alpha	0.255239786856128	988	flu	incorrect
beta	0.241807282415631	988	flu	incorrect
rSC	0.238809946714032	988	flu	incorrect
rInfSC	0.249711367673179	988	flu	incorrect
data	0.809083525754885	988	flu	incorrect
alpha	0.272158081705151	989	flu	incorrect
beta	0.23794404973357	989	flu	incorrect
rSC	0.233592362344583	989	flu	incorrect
rInfSC	0.244671403197158	989	flu	incorrect
data	0.80768094963171	989	flu	incorrect
alpha	0.272602131438721	99	flu	incorrect
beta	0.231527531083481	99	flu	incorrect
rSC	0.230150976909414	99	flu	incorrect
rInfSC	0.239231793960924	99	flu	incorrect
data	0.806711875229745	99	flu	incorrect
alpha	0.225865896980462	990	flu	incorrect
beta	0.245426287744227	990	flu	incorrect
rSC	0.253952042628774	990	flu	incorrect
rInfSC	0.251620781527531	990	flu	incorrect
data	0.811166070229281	990	flu	incorrect
alpha	0.238321492007105	991	flu	incorrect
beta	0.240808170515098	991	flu	incorrect
rSC	0.23898756660746	991	flu	incorrect
rInfSC	0.245581705150977	991	flu	incorrect
data	0.80844777603207	991	flu	incorrect
alpha	0.210102131438721	992	flu	incorrect
beta	0.243317051509769	992	flu	incorrect
rSC	0.242984014209591	992	flu	incorrect
rInfSC	0.252997335701599	992	flu	incorrect
data	0.810427397868561	992	flu	incorrect
alpha	0.278374777975133	993	flu	incorrect
beta	0.231172291296625	993	flu	incorrect
rSC	0.230217584369449	993	flu	incorrect
rInfSC	0.24866785079929	993	flu	incorrect
data	0.807762968827153	993	flu	incorrect
alpha	0.184258436944938	994	flu	incorrect
beta	0.260968028419183	994	flu	incorrect
rSC	0.262988454706927	994	flu	incorrect
rInfSC	0.269404973357016	994	flu	incorrect
data	0.815276083957117	994	flu	incorrect
alpha	0.229751332149201	995	flu	incorrect
beta	0.242917406749556	995	flu	incorrect
rSC	0.23705595026643	995	flu	incorrect
rInfSC	0.254151865008881	995	flu	incorrect
data	0.810035504915303	995	flu	incorrect
alpha	0.237100355239787	996	flu	incorrect
beta	0.249000888099467	996	flu	incorrect
rSC	0.243139431616341	996	flu	incorrect
rInfSC	0.251887211367673	996	flu	incorrect
data	0.810779826638829	996	flu	incorrect
alpha	0.219027531083481	997	flu	incorrect
beta	0.237633214920071	997	flu	incorrect
rSC	0.23601243339254	997	flu	incorrect
rInfSC	0.249933392539964	997	flu	incorrect
data	0.809493269980245	997	flu	incorrect
alpha	0.280883658969805	998	flu	incorrect
beta	0.235257548845471	998	flu	incorrect
rSC	0.235834813499112	998	flu	incorrect
rInfSC	0.236678507992895	998	flu	incorrect
data	0.807691684015942	998	flu	incorrect
alpha	0.263565719360568	999	flu	incorrect
beta	0.249666962699822	999	flu	incorrect
rSC	0.250555062166963	999	flu	incorrect
rInfSC	0.255928063943162	999	flu	incorrect
data	0.810441262248876	999	flu	incorrect
alpha	0.241341030195382	1	covid	incorrect
beta	0.246314387211368	1	covid	incorrect
rSC	0.263232682060391	1	covid	incorrect
rInfSC	0.265586145648313	1	covid	incorrect
data	0.806156078408725	1	covid	incorrect
alpha	0.225710479573712	10	covid	incorrect
beta	0.242828596802842	10	covid	incorrect
rSC	0.263232682060391	10	covid	incorrect
rInfSC	0.260190941385435	10	covid	incorrect
data	0.806632690018088	10	covid	incorrect
alpha	0.272335701598579	100	covid	incorrect
beta	0.239675843694494	100	covid	incorrect
rSC	0.254396092362345	100	covid	incorrect
rInfSC	0.255572824156306	100	covid	incorrect
data	0.805225939111409	100	covid	incorrect
alpha	0.26265541740675	1000	covid	incorrect
beta	0.233703374777975	1000	covid	incorrect
rSC	0.24806838365897	1000	covid	incorrect
rInfSC	0.250066607460036	1000	covid	incorrect
data	0.803599899836509	1000	covid	incorrect
alpha	0.314720248667851	101	covid	incorrect
beta	0.234835701598579	101	covid	incorrect
rSC	0.253086145648313	101	covid	incorrect
rInfSC	0.249134103019538	101	covid	incorrect
data	0.800836986152646	101	covid	incorrect
alpha	0.231194493783304	102	covid	incorrect
beta	0.239209591474245	102	covid	incorrect
rSC	0.253219360568384	102	covid	incorrect
rInfSC	0.255461811722913	102	covid	incorrect
data	0.804501208647076	102	covid	incorrect
alpha	0.216540852575488	103	covid	incorrect
beta	0.245048845470693	103	covid	incorrect
rSC	0.258570159857904	103	covid	incorrect
rInfSC	0.268849911190053	103	covid	incorrect
data	0.806597280041198	103	covid	incorrect
alpha	0.346802841918295	104	covid	incorrect
beta	0.2398756660746	104	covid	incorrect
rSC	0.256660746003552	104	covid	incorrect
rInfSC	0.257415630550622	104	covid	incorrect
data	0.803362183963312	104	covid	incorrect
alpha	0.242984014209591	105	covid	incorrect
beta	0.237078152753108	105	covid	incorrect
rSC	0.251287744227353	105	covid	incorrect
rInfSC	0.251287744227353	105	covid	incorrect
data	0.805026632845892	105	covid	incorrect
alpha	0.293849911190053	106	covid	incorrect
beta	0.234258436944938	106	covid	incorrect
rSC	0.250688277087034	106	covid	incorrect
rInfSC	0.259103019538188	106	covid	incorrect
data	0.804763949505202	106	covid	incorrect
alpha	0.329418294849023	107	covid	incorrect
beta	0.238321492007105	107	covid	incorrect
rSC	0.250310834813499	107	covid	incorrect
rInfSC	0.258725577264654	107	covid	incorrect
data	0.80151579732744	107	covid	incorrect
alpha	0.262233570159858	108	covid	incorrect
beta	0.235501776198934	108	covid	incorrect
rSC	0.258814387211368	108	covid	incorrect
rInfSC	0.253885435168739	108	covid	incorrect
data	0.806396138099216	108	covid	incorrect
alpha	0.220137655417407	109	covid	incorrect
beta	0.255550621669627	109	covid	incorrect
rSC	0.264609236234458	109	covid	incorrect
rInfSC	0.270626110124334	109	covid	incorrect
data	0.810357460035524	109	covid	incorrect
alpha	0.225310834813499	11	covid	incorrect
beta	0.239853463587922	11	covid	incorrect
